Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
15:11:06:19.504,61,0.0414418355,0.1586256623,0.1597262919,0.0000000000,0.0000000000,0.0640239269,0.0000000000,0.0411840603,0.1592017263,0.0000000000,0.0369492769,0.0000000000,0.0640004575,0.0000000000,0.0192254707,0.0041558268,0.0000000000,0.0163849294,0.0129231438,0.0088535305,0.0674109682,0.0100795077,0.0000000000,0.0962517187,0.1024374664,0.0000000000,0.0000000000,0.0929944217,0.0914448425,0.0371391140,0.0363742113,0.0495512560,0.0175893828,0.3935739696,0.2729437351,0.1462898999,0.1563965082,0.0296088848,0.0275728758,0.0231505502,0.0246652979,0.5587613583,0.5585711598,0.0115538817,0.0000000000,0.0000000000,0.0244461838,0.0323683098,0.0326527916,0.0954333916,0.1075881124,0.0000000286,0.0000000000,0.0000000000,0.0000000000,0.0224643629,0.0972754359,0.0021919615,0.0971120745,0.0973590985,0.0094695473
15:11:06:20.505,61,0.0418148451,0.1591336429,0.1596471518,0.0000000000,0.0000000000,0.0638321415,0.0000000000,0.0415522866,0.1597113460,0.0000000000,0.0368486419,0.0000000000,0.0638089329,0.0000000000,0.0193027016,0.0042131278,0.0000000000,0.0163988899,0.0129230069,0.0089021148,0.0676804334,0.0099610360,0.0000000000,0.0965754166,0.1027476862,0.0000000000,0.0000000000,0.0936527774,0.0921660662,0.0372316130,0.0364943184,0.0498535037,0.0176034980,0.3946656585,0.2739203870,0.1474965811,0.1575227976,0.0296342503,0.0276180636,0.0233097132,0.0248353407,0.5586014390,0.5584089160,0.0116131753,0.0000000000,0.0000000000,0.0246150997,0.0324187391,0.0327031426,0.0957636833,0.1078891382,0.0000000321,0.0000000000,0.0000000000,0.0000000000,0.0224024951,0.0975866690,0.0021929645,0.0970610380,0.0976703912,0.0094950385
15:11:06:21.504,61,0.0421840698,0.1596945226,0.1600816548,0.0000000000,0.0000000000,0.0637427270,0.0000000000,0.0419171862,0.1602778286,0.0000000000,0.0372804664,0.0000000000,0.0637197271,0.0000000000,0.0193833373,0.0042662518,0.0000000000,0.0164234024,0.0129259853,0.0089560067,0.0679762214,0.0098059047,0.0000000000,0.0969871208,0.1032044739,0.0000000000,0.0000000000,0.0948796421,0.0935404077,0.0373429134,0.0366366468,0.0501426347,0.0176290199,0.3952843547,0.2745114863,0.1483932585,0.1583708525,0.0296834186,0.0276876502,0.0234544147,0.0249942224,0.5587822795,0.5585890412,0.0116685387,0.0000000000,0.0000000000,0.0248034298,0.0324871391,0.0327735841,0.0961252302,0.1082320139,0.0000000333,0.0000000000,0.0000000000,0.0000000000,0.0226642583,0.0979333818,0.0022265166,0.0973219201,0.0980171412,0.0095544923
15:11:06:22.505,61,0.0424122699,0.1597916335,0.1604223996,0.0000000000,0.0000000000,0.0636227950,0.0000000000,0.0421418622,0.1603778452,0.0000000000,0.0376517139,0.0000000000,0.0635999367,0.0000000000,0.0194538198,0.0043071699,0.0000000000,0.0164521169,0.0129241152,0.0090002539,0.0682347044,0.0096575199,0.0000000000,0.0974045545,0.1036911979,0.0000000000,0.0000000000,0.0957545638,0.0945019498,0.0374346375,0.0367555991,0.0503848642,0.0176630393,0.3952882886,0.2746343017,0.1489934027,0.1589258462,0.0297186207,0.0277407449,0.0235460531,0.0250971038,0.5585646629,0.5583705902,0.0117253121,0.0000000000,0.0000000000,0.0249831527,0.0325287767,0.0328108557,0.0963416994,0.1084179804,0.0000000268,0.0000000000,0.0000000000,0.0000000000,0.0228898153,0.0979950055,0.0022500954,0.0975284949,0.0980787277,0.0095807621
15:11:06:23.507,61,0.0425148644,0.1596902013,0.1604037583,0.0000000000,0.0000000000,0.0634745806,0.0000000000,0.0422421172,0.1602757722,0.0000000000,0.0376590900,0.0000000000,0.0634518638,0.0000000000,0.0194839016,0.0043463409,0.0000000000,0.0164618064,0.0129138157,0.0090167578,0.0684079155,0.0095053073,0.0000000000,0.0977059901,0.1040908769,0.0000000000,0.0000000000,0.0962838456,0.0950737670,0.0374786854,0.0368217379,0.0504768007,0.0176724326,0.3933377266,0.2742851675,0.1490696967,0.1589633226,0.0297079179,0.0277488921,0.0235708654,0.0251335483,0.5571209192,0.5569260716,0.0117652146,0.0000000000,0.0000000000,0.0250700172,0.0325291604,0.0328145921,0.0963593721,0.1083972231,0.0000000233,0.0000000000,0.0000000000,0.0000000000,0.0228944439,0.0979326591,0.0022491089,0.0975177586,0.0980163664,0.0095735807
15:11:06:24.512,61,0.0425580591,0.1594142914,0.1603856236,0.0000000000,0.0000000000,0.0633184910,0.0000000000,0.0422837660,0.1599984914,0.0000000000,0.0376794077,0.0000000000,0.0632958785,0.0000000000,0.0194962528,0.0043676170,0.0000000000,0.0164699089,0.0129090659,0.0090302862,0.0685239881,0.0093410239,0.0000000000,0.0980088115,0.1044962034,0.0000000000,0.0000000000,0.0966447368,0.0954705551,0.0375149138,0.0368844904,0.0505142473,0.0176760238,0.3896931708,0.2729405463,0.1489287615,0.1587724686,0.0297026671,0.0277606826,0.0235786531,0.0251502506,0.5544465780,0.5542479157,0.0118108476,0.0000000000,0.0000000000,0.0251269210,0.0325363576,0.0328235701,0.0963434651,0.1083448455,0.0000000176,0.0000000000,0.0000000000,0.0000000000,0.0229071733,0.0977632552,0.0022464416,0.0975083560,0.0978469178,0.0095560048
15:11:06:25.510,61,0.0425535180,0.1589380205,0.1599778086,0.0000000000,0.0000000000,0.0631410703,0.0000000000,0.0422794633,0.1595171541,0.0000000000,0.0372817814,0.0000000000,0.0631185845,0.0000000000,0.0194769409,0.0043365085,0.0000000000,0.0164824836,0.0129127940,0.0090387184,0.0685890317,0.0092244437,0.0000000000,0.0982297361,0.1047426239,0.0000000000,0.0000000000,0.0966730863,0.0955050215,0.0375053994,0.0368977264,0.0504522510,0.0176766235,0.3781350851,0.2655291557,0.1478279382,0.1573636979,0.0296987649,0.0277644638,0.0235392377,0.0251137167,0.5517556071,0.5515556335,0.0118474197,0.0000000000,0.0000000000,0.0251317304,0.0325296074,0.0328184031,0.0962379947,0.1081973612,0.0000000128,0.0000000000,0.0000000000,0.0000000000,0.0226660930,0.0974686071,0.0022160618,0.0972631946,0.0975522399,0.0095031681
15:11:06:26.512,61,0.0426246971,0.1586715728,0.1595539749,0.0000000000,0.0000000000,0.0630047917,0.0000000000,0.0423503518,0.1592464596,0.0000000000,0.0368644297,0.0000000000,0.0629825220,0.0000000000,0.0194525942,0.0042790873,0.0000000000,0.0165047944,0.0129312892,0.0090536671,0.0686581954,0.0091730505,0.0000000000,0.0985718071,0.1050182804,0.0000000000,0.0000000000,0.0967274159,0.0955296606,0.0375047550,0.0369142778,0.0503900312,0.0176928155,0.3727331758,0.2602939904,0.1468477845,0.1562758237,0.0297697596,0.0278274156,0.0235051569,0.0250795446,0.5508182049,0.5506188273,0.0118823880,0.0000000000,0.0000000000,0.0251389965,0.0325286128,0.0328189507,0.0961936638,0.1081206575,0.0000000101,0.0000000000,0.0000000000,0.0000000000,0.0224127155,0.0973026603,0.0021875391,0.0970070586,0.0973862708,0.0094619961
15:11:06:27.514,61,0.0426136814,0.1579850018,0.1585129052,0.0000000000,0.0000000000,0.0627864301,0.0000000000,0.0423399583,0.1585493833,0.0000000000,0.0358429998,0.0000000000,0.0627644658,0.0000000000,0.0194058549,0.0042162971,0.0000000000,0.0165157281,0.0129429335,0.0090600876,0.0686951652,0.0091507388,0.0000000000,0.0988877416,0.1052257419,0.0000000000,0.0000000000,0.0966247097,0.0953899994,0.0374750867,0.0368928276,0.0502910018,0.0176945701,0.3700404167,0.2579565346,0.1460636109,0.1554431170,0.0297949184,0.0278471746,0.0234573409,0.0250296220,0.5494362712,0.5492419600,0.0119122909,0.0000000000,0.0000000000,0.0251209233,0.0325067304,0.0328013785,0.0961003974,0.1079923660,0.0000000073,0.0000000000,0.0000000000,0.0000000000,0.0217926148,0.0968753994,0.0021176266,0.0963780656,0.0969589278,0.0093593281
15:11:06:28.515,61,0.0426484980,0.1581130922,0.1581058204,0.0000000000,0.0000000000,0.0625719428,0.0000000000,0.0423758812,0.1586750895,0.0000000000,0.0354383402,0.0000000000,0.0625502989,0.0000000000,0.0193425361,0.0041324724,0.0000000000,0.0165303797,0.0129661225,0.0090679051,0.0687339827,0.0091297776,0.0000000000,0.0991273224,0.1053599566,0.0000000000,0.0000000000,0.0963437259,0.0950796455,0.0374290831,0.0368555710,0.0501453318,0.0176935792,0.3665002584,0.2548675835,0.1443842947,0.1537057310,0.0298294108,0.0278722197,0.0233992711,0.0249681901,0.5483382344,0.5481483340,0.0119415717,0.0000000000,0.0000000000,0.0250778906,0.0324869938,0.0327864774,0.0959933996,0.1078510657,0.0000000052,0.0000000000,0.0000000000,0.0000000000,0.0215464197,0.0969516784,0.0020953661,0.0961298048,0.0970351994,0.0093426863
15:11:06:29.517,61,0.0427101254,0.1582938582,0.1575351208,0.0000000000,0.0000000000,0.0621776059,0.0000000000,0.0424389951,0.1588524729,0.0000000000,0.0348729603,0.0000000000,0.0621564202,0.0000000000,0.0192626100,0.0040165000,0.0000000000,0.0165543500,0.0130011924,0.0090716723,0.0686820224,0.0091232350,0.0000000000,0.0994568542,0.1055704355,0.0000000000,0.0000000000,0.0959731266,0.0946746841,0.0373725407,0.0368068777,0.0499836653,0.0176980682,0.3570526540,0.2474481910,0.1413433403,0.1506103575,0.0299063884,0.0279306639,0.0233298168,0.0248966012,0.5448272824,0.5446458459,0.0119808149,0.0000000000,0.0000000000,0.0250037573,0.0324432813,0.0327504389,0.0958774239,0.1077109873,0.0000000031,0.0000000000,0.0000000000,0.0000000000,0.0212024506,0.0970593467,0.0020642250,0.0957818106,0.0971428826,0.0093193650
15:11:06:30.518,61,0.0429041050,0.1590563506,0.1570144445,0.0000000000,0.0000000000,0.0617091767,0.0000000000,0.0426331274,0.1596144289,0.0000000000,0.0343272425,0.0000000000,0.0616884679,0.0000000000,0.0191238578,0.0039284620,0.0000000000,0.0165414084,0.0130175883,0.0090569602,0.0685610324,0.0091474149,0.0000000000,0.0997962281,0.1058647186,0.0000000000,0.0000000000,0.0954499841,0.0941048637,0.0372907594,0.0367191210,0.0496883877,0.0176600553,0.3491018116,0.2410670221,0.1369445473,0.1463170499,0.0299754702,0.0279779397,0.0232223030,0.0247868840,0.5419324636,0.5417559743,0.0120108174,0.0000000000,0.0000000000,0.0248790067,0.0323425084,0.0326688550,0.0956479460,0.1074667200,0.0000000026,0.0000000000,0.0000000000,0.0000000000,0.0208697114,0.0975242183,0.0020416284,0.0954609141,0.0976078212,0.0093329726
15:11:06:31.523,61,0.0431464501,0.1603381932,0.1564462334,0.0000000000,0.0000000000,0.0612091944,0.0000000000,0.0428743623,0.1608974934,0.0000000000,0.0337301604,0.0000000000,0.0611889213,0.0000000000,0.0190059524,0.0037866691,0.0000000000,0.0165394787,0.0130422721,0.0090398621,0.0684171170,0.0092416573,0.0000000000,0.1011112109,0.1063340306,0.0000000000,0.0000000000,0.0950648263,0.0936608836,0.0372125804,0.0366416872,0.0494586006,0.0176334437,0.3458983004,0.2382970154,0.1349897981,0.1443502307,0.0300953407,0.0280661695,0.0231476314,0.0247036684,0.5408058167,0.5406311750,0.0120520862,0.0000000000,0.0000000000,0.0247498862,0.0322545394,0.0325876661,0.0955248997,0.1073094234,0.0000000023,0.0000000000,0.0000000000,0.0000000000,0.0205051247,0.0983074233,0.0020221807,0.0951081514,0.0983911380,0.0093736909
15:11:06:32.521,61,0.0434217490,0.1619332284,0.1562034935,0.0000000000,0.0000000000,0.0608105175,0.0000000000,0.0431486741,0.1624974757,0.0000000000,0.0334556662,0.0000000000,0.0607906468,0.0000000000,0.0189328231,0.0037115889,0.0000000000,0.0165413413,0.0130719887,0.0090498282,0.0683731064,0.0092393300,0.0000000000,0.1020595878,0.1069737598,0.0000000000,0.0000000000,0.0948349759,0.0934092849,0.0371891446,0.0366328210,0.0493496731,0.0176083222,0.3449594676,0.2372619510,0.1341182292,0.1434974819,0.0302189235,0.0281710997,0.0231525265,0.0247104503,0.5406190157,0.5404459238,0.0120960707,0.0000000000,0.0000000000,0.0246761683,0.0322239920,0.0325711481,0.0956572294,0.1074292883,0.0000000022,0.0000000000,0.0000000000,0.0000000000,0.0203362852,0.0992846563,0.0020255994,0.0949514136,0.0993684530,0.0094518540
15:11:06:33.523,61,0.0438586399,0.1643433571,0.1555055380,0.0000000000,0.0000000000,0.0604627877,0.0000000000,0.0435835160,0.1649124324,0.0000000000,0.0327424072,0.0000000000,0.0604433306,0.0000000000,0.0189363491,0.0036749167,0.0000000000,0.0165667869,0.0131095788,0.0090727694,0.0683591291,0.0092111398,0.0000000000,0.1050795093,0.1093568802,0.0000000000,0.0000000000,0.0950100422,0.0935668945,0.0372225940,0.0366798565,0.0494368002,0.0176204480,0.3513889313,0.2390520722,0.1341082901,0.1435398012,0.0303801633,0.0283115581,0.0232290868,0.0247918628,0.5408287048,0.5406566262,0.0121564697,0.0000000000,0.0000000000,0.0246463660,0.0322396122,0.0325986519,0.0959919840,0.1077810004,0.0000000023,0.0000000000,0.0000000000,0.0000000000,0.0198997818,0.1007593051,0.0020117660,0.0945132077,0.1008432433,0.0095489370
15:11:06:34.524,61,0.0443504713,0.1664180011,0.1550018042,0.0000000000,0.0000000000,0.0601630211,0.0000000000,0.0440731235,0.1669918597,0.0000000000,0.0322072171,0.0000000000,0.0601440147,0.0000000000,0.0189785119,0.0036751160,0.0000000000,0.0166069176,0.0131528974,0.0091257570,0.0684921071,0.0091048544,0.0000000000,0.1064290777,0.1107065901,0.0000000000,0.0000000000,0.0953583345,0.0939183757,0.0372861847,0.0367640704,0.0496197492,0.0176551752,0.3584988415,0.2425404191,0.1356752366,0.1456275731,0.0305498876,0.0284670051,0.0233463459,0.0249215439,0.5427600145,0.5425916314,0.0122157168,0.0000000000,0.0000000000,0.0247070137,0.0322818831,0.0326521732,0.0965039581,0.1083306447,0.0000000027,0.0000000000,0.0000000000,0.0000000000,0.0195719823,0.1020291448,0.0020037401,0.0941949189,0.1021132320,0.0096375532
15:11:06:35.528,61,0.0451945439,0.1693253368,0.1547768265,0.0000000000,0.0000000000,0.0598249398,0.0000000000,0.0449119806,0.1699063331,0.0000000000,0.0319064260,0.0000000000,0.0598063841,0.0000000000,0.0190242510,0.0036396617,0.0000000000,0.0166568793,0.0132094286,0.0091713667,0.0685497671,0.0090443008,0.0000000000,0.1125782803,0.1161351204,0.0000000000,0.0000000000,0.0958686396,0.0944095701,0.0373549387,0.0368507728,0.0498122908,0.0177014172,0.3609728813,0.2437932491,0.1364494562,0.1465694606,0.0307886191,0.0286770277,0.0234858189,0.0250732582,0.5435222387,0.5433560014,0.0122829303,0.0000000000,0.0000000000,0.0247273985,0.0323608331,0.0327420160,0.0971250087,0.1090759933,0.0000000025,0.0000000000,0.0000000000,0.0000000000,0.0193856303,0.1038094461,0.0020195427,0.0940409750,0.1038956866,0.0097909998
15:11:06:36.528,61,0.0458694138,0.1712083071,0.1545391232,0.0000000000,0.0000000000,0.0593515262,0.0000000000,0.0455851108,0.1717951894,0.0000000000,0.0316492133,0.0000000000,0.0593334474,0.0000000000,0.0190085713,0.0035618953,0.0000000000,0.0166915953,0.0132669099,0.0091876425,0.0684305876,0.0090128938,0.0000000000,0.1157517135,0.1189324036,0.0000000000,0.0000000000,0.0960426852,0.0945505202,0.0373539291,0.0368637182,0.0498562530,0.0177310426,0.3563735187,0.2422145903,0.1364910454,0.1466874331,0.0310336500,0.0288886614,0.0235549212,0.0251520686,0.5440381765,0.5438740253,0.0123439068,0.0000000000,0.0000000000,0.0246610232,0.0323821492,0.0327787921,0.0976115242,0.1096150130,0.0000000022,0.0000000000,0.0000000000,0.0000000000,0.0192270279,0.1049631909,0.0020254469,0.0938852355,0.1050495356,0.0098841833
15:11:06:37.529,61,0.0470130965,0.1733200252,0.1543001235,0.0000000000,0.0000000000,0.0588287748,0.0000000000,0.0467238277,0.1739137024,0.0000000000,0.0313691534,0.0000000000,0.0588111319,0.0000000000,0.0189468060,0.0034517404,0.0000000000,0.0167217981,0.0133363483,0.0091871768,0.0682121962,0.0090660471,0.0000000000,0.1185707822,0.1210701242,0.0000000000,0.0000000000,0.0959319100,0.0943997651,0.0373059250,0.0368181020,0.0497876592,0.0177409444,0.3448228836,0.2350094914,0.1351960301,0.1453296989,0.0313085802,0.0291120652,0.0235875603,0.0251873732,0.5440034270,0.5438401103,0.0123983491,0.0000000000,0.0000000000,0.0244965050,0.0323730074,0.0327820107,0.0979710072,0.1100042686,0.0000000025,0.0000000000,0.0000000000,0.0000000000,0.0190542769,0.1062571928,0.0020321826,0.0937272236,0.1063437089,0.0099900700
